Investigation.Type,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cirrus Design Corp,Sr22,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Sanders Ben G Iii,Dr-107,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Piper,Pa25,1.0,NOT KNOWN,Aerial Application,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Wood,Mustang Ii Fb,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Ercoupe,415-C,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-161,1.0,Reciprocating,Instructional,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Boeing,717-200,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,108.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-24-250,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Boeing,737 - 73V,1.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,1.0,0.0,1.0,0.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Beech,A36,1.0,Turbo Prop,Personal,4.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Moulton Howard Wells,Ultra-Pup,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,Sr22,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Beaudry Phillip,Aventura Ii,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Cessna,210 - N,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,4.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,180H,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC
Incident,Non-Fatal,Minor,Airplane,Mueller Michael Walter,Challenger Ii Cw Spc,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Maule,Mx-7-180C,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Grumman,G-44,2.0,Reciprocating,Positioning,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172D,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Piper,Pa-32R-301T,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,U206F,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Beech,1900,2.0,Turbo Prop,NOT KNOWN,0.0,0.0,0.0,8.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Mace Justin I,Dragonfly,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Velline'S,Breezy Rlu-1,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A330,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Arion,Lightning,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Meyers,Little Toot,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172Rg,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Diamond Aircraft Ind Gmbh,Da 42 Ng,2.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-38-112,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-23-250,2.0,Reciprocating,Business,3.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mcdonnell Douglas,Md11,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,3.0,NOT KNOWN
Accident,Fatal,Destroyed,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,1.0,2.0,195.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28-151,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,Sr20,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Aeropro Cz,A240,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Fatal,Destroyed,Airplane,Grumman Aircraft Eng Corp,C-1A,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cashmer Philip M,Sonex,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Minor,Airplane,Young Robert Herman,Woody Pusher,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,NOT KNOWN,Airplane,Boeing,737-3H4,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,1.0,85.0,VMC
Accident,Fatal,Substantial,Airplane,Lake,250,1.0,Reciprocating,Personal,3.0,0.0,1.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Business,0.0,0.0,1.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor Inc,At-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Incident,Non-Fatal,Minor,Airplane,Flight Design,Ctls,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bombardier Inc,Dhc-8-315,2.0,Turbo Prop,Public Aircraft - Federal,0.0,0.0,0.0,7.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,N35,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,182P,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Albright Stan,Kitfox Super Sport,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Daniels Alan L,Kitfox Series 7,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman Acft Eng Cor-Schweizer,G-164B,1.0,Reciprocating,Aerial Application,0.0,1.0,0.0,0.0,VMC
Incident,Non-Fatal,Minor,Airplane,Cessna,560Xl,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,160.0,IMC
Accident,Fatal,Substantial,Airplane,"Swift Museum Foundation, Inc.",Gc-1A,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Air Tractor Inc,At-502B,1.0,Turbo Prop,Aerial Application,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Quicksilver Mfg,Mxl Ii Sport,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-105 Special,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172D,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172H,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-125,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172R,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150H,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Mooney,M20E,1.0,NOT KNOWN,NOT KNOWN,2.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa24,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus Design Corp,Sr22,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150L,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,B90,2.0,Turbo Prop,Personal,0.0,1.0,0.0,1.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,A185E,1.0,Reciprocating,NOT KNOWN,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Destroyed,Airplane,Behne,Glasair Iii,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,78.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Aeronca,7Ccm,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Sport Plane Dynamics Llc,Lightning,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Beech,A36,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Grumman American Avn. Corp.,Aa-5A,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,170A,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Incident,Non-Fatal,Minor,Airplane,Cessna,P210N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Porter James Grant,Superior Cub,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bates,Starduster Sa-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Jeffair,Barracuda,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-32R-300,1.0,Reciprocating,Personal,0.0,3.0,0.0,2.0,IMC
Accident,Fatal,Substantial,Airplane,Us Light Aircraft Corp,Hornet,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,172,1.0,Reciprocating,Unknown,1.0,0.0,2.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,152,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piaggio,P180,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,IMC
Accident,Fatal,Substantial,Airplane,Cessna,320E,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Fatal,Substantial,Airplane,Embraer,810D,1.0,NOT KNOWN,Personal,4.0,0.0,0.0,0.0,IMC
Incident,1.0,Minor,Airplane,Boeing,737,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,140,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Spackman,Avid Flyer,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Fairchild Heli-Porter,Pilatus Pc6/B1A-H2,1.0,Turbo Prop,Positioning,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Luscombe,8E,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Minor,Airplane,Beech,D17S,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Bellanca,7Eca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Waco,Sre,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Central Ohio Dragonfly Club,Dragonfly-C,1.0,Reciprocating,Glider Tow,0.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Remos Acft Gmbh Flugzeugbau,Remos Gx,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,IMC
Accident,Fatal,Substantial,Airplane,Cessna,310,2.0,Reciprocating,Positioning,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Minor,Airplane,Sorensen,Sprint Mxii,1.0,Reciprocating,Flight Test,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-28R-180,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,NOT KNOWN,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28-140,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Aerial Observation,0.0,2.0,0.0,0.0,VMC
Incident,Non-Fatal,NOT KNOWN,Airplane,Boeing,Md-88,2.0,Turbo Jet,NOT KNOWN,0.0,0.0,0.0,147.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Cessna,P210N,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC
Incident,Non-Fatal,Minor,Airplane,Boeing,777,2.0,NOT KNOWN,Unknown,0.0,0.0,0.0,203.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,210L,1.0,Reciprocating,Business,0.0,3.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Waller Charles R,Rans S12-Xl,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Vans Aircraft Inc,Rv-12,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Incident,Non-Fatal,Minor,Airplane,Fairchild,Sa227-Ac,2.0,Turbo Prop,NOT KNOWN,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Lawson Ron,Rans S-19,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Costruzioni Aeronautiche Tecna,P2004 Bravo,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172P,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A380-861,1.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC
Accident,Fatal,Destroyed,Airplane,Reims-Cessna,F150,1.0,Reciprocating,NOT KNOWN,2.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,525B,2.0,NOT KNOWN,NOT KNOWN,0.0,1.0,1.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-32-300,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-18-150,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,T182T,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Incident,Non-Fatal,Minor,Airplane,Boeing,Md-82,1.0,NOT KNOWN,NOT KNOWN,0.0,0.0,0.0,137.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,American,Aa-1,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172Rg,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cirrus,Sr22,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Beech,95B55 - B,2.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,172,1.0,NOT KNOWN,Personal,1.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Beech,35B33,1.0,Reciprocating,Business,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,550,2.0,Turbo Fan,Flight Test,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Destroyed,Airplane,Cessna,182D,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Incident,1.0,NOT KNOWN,Airplane,Airbus,A310 - 308,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Fatal,Substantial,Airplane,Grumman American Avn. Corp.,Aa-1B,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,172K,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-32,1.0,Reciprocating,NOT KNOWN,1.0,1.0,5.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,"Jabiru Usa Sport Aircraft, Llc",J250-Sp,1.0,Reciprocating,Instructional,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Redd Tom,Quicksilver Gt 400,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,R172K,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,210,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,C90A,2.0,Turbo Prop,NOT KNOWN,0.0,0.0,0.0,4.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Boeing,A75L3,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,150F,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28-180,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Brian P North,Raf Se5A Replica,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,310B,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-25-260,1.0,NOT KNOWN,Aerial Application,1.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Sater,Coot A-Amphib,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Radley Vincent,Quicksilver Sport 2S,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa-28-160,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Scott,Ironsides,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa18,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Christen Industries Inc,Pitts S-2S,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa30,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,U206,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,S35,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Piper,Pa28,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Mcdaniel,Rv-6-Ch,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Cessna,421C,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,177Rg,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Fatal,Substantial,Airplane,Taylorcraft,Bc12-D,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Lawson J/Bowie R/Smith M,Ca-8,1.0,Turbo Prop,Personal,0.0,1.0,1.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Ercoupe,415-C,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,NOT KNOWN,0.0,1.0,0.0,0.0,VMC
Accident,Fatal,Substantial,Airplane,Green Gary E,Thorp T-18,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Hansen David Daniel,Rv-4,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,American Champion Aircraft,8Kcab,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,B19,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,172N,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC
Accident,Fatal,Substantial,Airplane,Beech,P35,1.0,Reciprocating,Personal,2.0,0.0,1.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Mooney Airplane Co Inc,M20Tn,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Destroyed,Airplane,Piper,Pa 46-350P,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC
Accident,Fatal,Substantial,Airplane,Cessna,172S,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Minor,Airplane,Cessna,172F,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC
Accident,Fatal,Substantial,Airplane,Cassutt,Sport Racer,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Aerotek,Pitts S-1T,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC
Incident,1.0,Minor,Airplane,Boeing Company,Boeing 777-236,2.0,Turbo Fan,NOT KNOWN,0.0,0.0,0.0,0.0,NOT KNOWN
Accident,Non-Fatal,Substantial,Airplane,Cessna,172M,1.0,Reciprocating,Personal,0.0,4.0,0.0,0.0,IMC
Accident,Non-Fatal,Substantial,Airplane,Cessna,208B,1.0,Turbo Prop,NOT KNOWN,0.0,1.0,0.0,8.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Beech,F90,2.0,Turbo Prop,Instructional,0.0,0.0,0.0,2.0,VMC
Accident,Fatal,Substantial,Airplane,Beech,58,2.0,Reciprocating,Aerial Observation,1.0,0.0,0.0,0.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Piper,Pa-32-300,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC
Accident,Non-Fatal,Substantial,Airplane,Stinson,108-2,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC
